Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Predicted_Score
7,71,Yes,5,0,60.0,77.6
2,47,Yes,7,3,25.0,33.7
8,95,No,8,1,94.0,95.5
6,68,No,4,0,53.0,70.8
3,79,Yes,6,0,59.0,62.4
9,58,No,9,1,53.0,78.3
5,45,Yes,6,5,29.0,44.5
8,83,No,4,1,73.0,88.3
7,99,No,4,1,87.0,92.9
8,78,No,8,7,72.0,76.3
7,87,No,9,4,82.0,81.19999999999999
3,80,No,8,7,60.0,52.5
2,60,No,5,7,38.0,35.5
7,96,No,9,1,89.0,91.1
3,61,Yes,9,6,45.0,42.6
3,81,No,5,8,57.0,51.6
2,49,Yes,6,7,27.0,28.9
4,49,No,4,8,31.0,37.4
8,91,Yes,6,7,86.0,84.1
1,68,No,8,3,45.0,41.3
1,55,No,7,9,30.0,24.5
5,40,Yes,8,6,28.0,40.0
5,56,No,7,8,43.0,46.6
1,69,No,4,8,43.0,34.4
6,65,No,4,3,52.0,64.5
1,92,No,9,6,68.0,51.199999999999996
5,85,No,4,5,73.0,68.5
9,58,Yes,5,2,56.0,76.8
5,92,No,5,9,78.0,66.69999999999999
6,60,Yes,7,5,49.0,58.5
8,56,Yes,6,7,52.0,63.099999999999994
1,85,Yes,9,1,62.0,54.5
2,79,Yes,6,2,59.0,54.4
9,60,Yes,7,7,60.0,70.5
3,92,Yes,5,3,71.0,65.69999999999999
6,80,Yes,8,3,68.0,73.5
5,79,Yes,9,1,68.0,70.9
2,84,No,7,9,63.0,46.9
7,88,Yes,6,0,77.0,87.8
4,58,No,7,6,43.0,45.8
1,99,Yes,7,3,77.0,59.900000000000006
4,46,Yes,4,5,28.0,40.099999999999994
6,56,No,5,7,47.0,53.1
7,40,Yes,9,6,34.0,50.0
7,76,No,4,6,64.0,71.6
7,96,Yes,5,5,88.0,85.1
3,45,No,7,3,21.0,37.5
6,65,No,5,3,53.0,64.5
8,41,Yes,6,8,34.0,52.599999999999994
4,98,Yes,9,4,83.0,72.8
8,71,Yes,4,8,67.0,70.6
2,96,Yes,9,8,75.0,55.599999999999994
9,87,No,7,3,88.0,92.69999999999999
9,93,No,6,1,87.0,99.3
8,44,No,5,1,32.0,64.9
1,76,No,5,8,50.0,38.6
2,70,No,6,8,50.0,40.0
6,51,No,5,2,38.0,57.599999999999994
5,74,No,4,4,57.0,63.400000000000006
9,69,Yes,8,4,64.0,80.4
5,87,Yes,5,1,71.0,75.69999999999999
2,45,Yes,7,1,19.0,35.5
4,54,Yes,5,9,38.0,38.9
9,54,Yes,9,0,52.0,77.4
1,55,Yes,7,1,27.0,36.5
1,59,Yes,5,6,32.0,31.4
7,52,Yes,5,0,45.0,66.2
3,83,No,7,0,61.0,64.8
2,81,Yes,4,8,57.0,46.6
9,85,Yes,8,1,83.0,94.5
3,70,Yes,8,3,48.0,52.5
2,73,No,4,2,50.0,50.8
8,68,Yes,5,3,61.0,76.3
6,42,No,8,6,29.0,46.2
6,48,No,4,9,37.0,45.3
7,50,Yes,4,1,39.0,63.5
7,50,No,8,1,39.0,63.5
6,64,Yes,7,8,54.0,56.400000000000006
4,61,Yes,6,5,46.0,49.1
9,81,Yes,7,6,78.0,84.6
6,97,No,5,4,83.0,82.19999999999999
4,85,Yes,7,4,64.0,65.0
3,48,Yes,9,3,26.0,39.3
4,59,Yes,6,7,41.0,44.9
3,98,No,6,6,76.0,64.8
2,60,No,4,9,35.0,32.5
5,49,No,9,1,39.0,52.9
2,61,No,5,1,39.0,45.1
6,68,Yes,4,5,54.0,63.3
3,48,Yes,7,0,28.0,43.8
6,44,No,7,6,30.0,47.4
9,79,Yes,8,7,81.0,81.9
1,50,No,4,9,24.0,21.5
6,40,Yes,9,7,32.0,43.5
9,92,Yes,4,2,87.0,97.19999999999999
4,81,No,4,6,66.0,59.599999999999994
2,40,No,4,0,13.0,34.0
4,97,Yes,6,2,76.0,75.19999999999999
1,93,No,8,5,68.0,53.3
3,78,Yes,5,8,57.0,49.8
9,99,Yes,5,4,98.0,98.4
5,85,Yes,5,4,69.0,70.0
6,44,Yes,6,8,34.0,44.4
3,88,No,8,8,68.0,55.8
5,61,Yes,9,5,47.0,54.1
8,65,Yes,8,4,60.0,73.0
6,92,Yes,6,9,83.0,71.69999999999999
4,45,No,9,1,25.0,45.5
2,71,Yes,4,7,50.0,42.1
9,87,No,7,7,87.0,86.69999999999999
1,50,No,4,6,22.0,26.0
1,49,No,5,7,22.0,23.9
4,86,No,4,2,62.0,68.6
7,78,No,6,2,72.0,78.8
1,94,No,5,1,66.0,59.9
9,73,No,7,0,71.0,88.8
4,70,Yes,9,2,53.0,59.0
3,51,Yes,9,2,32.0,42.599999999999994
1,90,No,5,6,65.0,50.0
4,83,No,4,9,65.0,56.3
9,55,No,8,8,50.0,66.0
6,77,Yes,8,0,66.0,76.19999999999999
6,42,No,9,7,29.0,44.7
1,41,Yes,8,0,13.0,29.599999999999998
2,91,Yes,5,2,66.0,61.599999999999994
6,44,No,8,3,32.0,51.9
2,50,Yes,6,7,26.0,29.5
3,97,No,9,0,75.0,73.19999999999999
4,64,No,7,1,46.0,56.9
5,74,No,8,4,62.0,63.400000000000006
9,74,Yes,6,5,69.0,81.9
4,61,No,6,4,43.0,50.6
9,76,Yes,5,2,74.0,87.6
3,61,No,9,9,43.0,38.1
8,94,No,5,6,86.0,87.4
1,50,No,7,0,24.0,35.0
9,71,No,7,1,67.0,86.1
9,74,No,4,8,71.0,77.4
2,70,Yes,7,3,48.0,47.5
4,84,No,9,7,64.0,59.900000000000006
8,92,No,9,8,88.0,83.19999999999999
7,47,No,5,6,39.0,54.2
1,59,Yes,6,0,35.0,40.4
5,81,No,4,4,67.0,67.6
7,73,No,7,5,65.0,71.3
4,43,No,6,7,27.0,35.3
1,57,No,5,9,32.0,25.699999999999996
9,90,Yes,8,7,89.0,88.5
5,43,No,4,8,30.0,38.8
2,59,Yes,9,8,37.0,33.4
8,97,Yes,6,3,91.0,93.69999999999999
2,48,Yes,5,5,26.0,31.299999999999997
3,55,Yes,5,2,32.0,45.0
1,65,No,4,0,34.0,44.0
2,77,No,4,5,51.0,48.699999999999996
7,64,Yes,7,0,56.0,73.4
2,43,Yes,7,8,26.0,23.799999999999997
6,80,Yes,9,5,73.0,70.5
3,98,No,9,0,80.0,73.8
4,84,Yes,4,2,69.0,67.4
8,80,Yes,4,0,73.0,88.0
3,77,Yes,6,1,55.0,59.699999999999996
6,92,Yes,7,5,82.0,77.69999999999999
1,58,Yes,5,6,32.0,30.799999999999997
7,53,No,7,0,41.0,66.8
8,60,Yes,7,9,55.0,62.5
8,54,No,4,4,43.0,66.4
3,42,No,4,5,20.0,32.7
1,76,No,7,3,50.0,46.1
9,92,No,8,5,90.0,92.69999999999999
6,89,No,8,4,82.0,77.4
9,85,Yes,9,6,85.0,87.0
7,55,No,7,3,49.0,63.5
1,53,No,8,0,24.0,36.8
1,48,Yes,9,1,25.0,32.3
6,86,No,9,5,76.0,74.1
5,46,Yes,7,9,33.0,39.099999999999994
9,53,Yes,9,1,48.0,75.3
2,45,Yes,4,4,21.0,31.0
8,60,Yes,4,3,58.0,71.5
5,54,Yes,4,6,40.0,48.4
2,91,No,5,3,67.0,60.099999999999994
6,47,Yes,4,6,35.0,49.2
8,73,Yes,4,7,68.0,73.3
4,79,No,7,6,66.0,58.400000000000006
2,40,No,8,1,16.0,32.5
5,71,No,8,0,57.0,67.6
2,97,No,4,4,73.0,62.19999999999999
2,88,Yes,4,6,64.0,53.8
6,90,No,4,0,77.0,84.0
9,44,Yes,9,7,46.0,60.900000000000006
4,69,No,7,2,50.0,58.4
6,61,No,7,6,50.0,57.599999999999994
7,59,No,7,2,51.0,67.4
6,55,No,8,3,43.0,58.5
8,46,No,5,7,40.0,57.099999999999994
4,46,Yes,8,1,30.0,46.099999999999994
1,89,Yes,7,5,63.0,50.9
7,89,Yes,6,9,82.0,74.9
3,41,No,5,8,20.0,27.599999999999994
6,86,Yes,4,9,73.0,68.1
2,53,No,9,8,32.0,29.799999999999997
9,70,No,8,4,67.0,81.0
1,89,Yes,9,2,69.0,55.4
6,80,Yes,5,5,67.0,70.5
6,53,No,6,8,44.0,49.8
5,44,No,5,5,29.0,43.9
5,50,Yes,8,3,38.0,50.5
1,79,No,7,4,52.0,46.4
5,44,Yes,4,6,25.0,42.4
2,68,Yes,7,9,46.0,37.3
7,50,No,7,2,42.0,62.0
3,44,No,8,8,24.0,29.4
4,88,No,7,0,70.0,72.8
3,93,No,7,7,78.0,60.3
3,71,Yes,8,4,51.0,51.6
4,75,No,8,9,61.0,51.5
5,54,Yes,6,8,38.0,45.4
1,58,Yes,7,1,34.0,38.3
4,61,No,5,0,42.0,56.6
8,73,Yes,4,9,68.0,70.3
7,95,No,9,6,87.0,83.0
9,56,No,4,9,53.0,65.1
5,51,Yes,8,8,39.0,43.599999999999994
4,64,Yes,9,4,45.0,52.4
8,95,Yes,8,3,89.0,92.5
9,56,No,6,3,53.0,74.1
7,49,No,7,7,39.0,53.900000000000006
7,67,Yes,8,0,59.0,75.19999999999999
5,96,No,8,0,81.0,82.6
4,57,No,4,7,40.0,43.699999999999996
1,90,Yes,7,1,64.0,57.5
7,57,No,6,9,53.0,55.69999999999999
1,84,Yes,8,5,56.0,47.9
1,71,Yes,8,1,44.0,46.1
5,53,Yes,8,4,41.0,50.8
9,95,No,4,2,91.0,99.0
6,55,Yes,8,6,46.0,54.0
3,89,Yes,8,8,65.0,56.400000000000006
3,97,Yes,4,1,76.0,71.69999999999999
7,57,Yes,8,6,50.0,60.19999999999999
6,55,No,7,7,45.0,52.5
9,56,Yes,7,9,55.0,65.1
6,46,No,4,7,33.0,47.099999999999994
5,51,Yes,7,6,37.0,46.599999999999994
7,73,No,9,3,63.0,74.3
1,49,No,9,3,24.0,29.9
7,44,No,9,9,37.0,47.9
3,60,No,6,8,39.0,39.0
9,42,Yes,8,9,41.0,56.7
6,58,Yes,6,8,46.0,52.8
9,84,No,7,4,78.0,89.4
5,83,No,4,6,69.0,65.8
7,74,No,9,6,71.0,70.4
4,45,Yes,4,8,28.0,35.0
7,53,No,6,6,45.0,57.8
1,43,No,7,7,20.0,20.3
7,84,Yes,8,6,81.0,76.4
8,90,Yes,7,3,85.0,89.5
5,57,Yes,9,1,42.0,57.699999999999996
2,68,Yes,7,2,46.0,47.8
5,74,Yes,4,6,60.0,60.400000000000006
6,91,Yes,5,8,82.0,72.6
2,77,No,9,1,55.0,54.699999999999996
6,55,No,8,6,44.0,54.0
6,59,Yes,9,3,47.0,60.900000000000006
1,63,No,9,6,41.0,33.8
1,74,Yes,8,4,48.0,43.4
3,83,No,9,6,62.0,55.8
3,90,Yes,4,5,64.0,61.5
4,58,Yes,7,1,40.0,53.3
2,95,No,4,6,70.0,58.0
9,43,No,7,4,39.0,64.8
7,72,Yes,5,8,63.0,66.19999999999999
7,41,Yes,9,0,32.0,59.599999999999994
6,52,Yes,5,0,37.0,61.2
3,97,Yes,6,1,75.0,71.69999999999999
6,84,Yes,7,7,72.0,69.9
8,69,Yes,4,8,63.0,69.4
8,73,No,4,6,64.0,74.8
9,69,No,9,0,69.0,86.4
1,90,No,4,6,63.0,50.0
1,93,No,6,7,65.0,50.3
3,63,No,8,6,44.0,43.8
3,87,Yes,4,4,65.0,61.19999999999999
8,83,Yes,9,6,81.0,80.8
1,72,No,5,9,45.0,34.699999999999996
2,80,Yes,4,1,59.0,56.5
2,88,No,4,8,67.0,50.8
3,49,No,4,1,34.0,42.9
6,57,Yes,9,1,46.0,62.69999999999999
1,58,Yes,8,4,35.0,33.8
2,46,No,4,7,22.0,27.099999999999994
1,96,No,8,5,72.0,55.099999999999994
5,58,No,8,8,47.0,47.8
7,63,No,6,5,55.0,65.3
8,54,Yes,5,4,47.0,66.4
1,80,No,4,0,55.0,53.0
7,81,Yes,4,7,74.0,73.1
5,62,No,4,2,49.0,59.199999999999996
1,91,No,8,1,68.0,58.1
3,91,Yes,7,6,72.0,60.599999999999994
7,43,Yes,5,1,32.0,59.3
1,77,Yes,9,0,51.0,51.199999999999996
7,43,Yes,4,1,34.0,59.3
5,44,Yes,7,5,33.0,43.9
1,80,No,7,1,56.0,51.5
1,83,No,7,0,54.0,54.8
1,62,No,5,0,33.0,42.199999999999996
9,79,Yes,7,3,78.0,87.9
3,92,Yes,9,7,77.0,59.69999999999999
5,76,Yes,4,5,62.0,63.099999999999994
9,50,No,9,3,51.0,70.5
6,94,Yes,4,5,78.0,78.9
9,50,No,6,5,46.0,67.5
8,52,No,8,8,50.0,59.2
8,53,No,7,3,47.0,67.3
1,99,Yes,9,5,74.0,56.900000000000006
9,47,No,8,9,47.0,59.7
6,64,No,8,0,52.0,68.4
9,57,No,8,6,54.0,70.19999999999999
3,90,Yes,8,6,69.0,60.0
3,83,No,8,0,64.0,64.8
6,83,Yes,4,7,69.0,69.3
9,57,Yes,5,4,58.0,73.19999999999999
7,49,No,7,8,37.0,52.400000000000006
3,46,No,7,7,26.0,32.099999999999994
3,99,Yes,4,2,80.0,71.4
2,89,No,9,0,64.0,63.4
9,83,Yes,4,2,78.0,91.8
3,53,Yes,8,1,35.0,45.3
5,54,Yes,5,1,36.0,55.9
9,55,No,7,3,55.0,73.5
8,41,Yes,9,1,36.0,63.099999999999994
2,69,Yes,6,7,46.0,40.9
3,69,No,4,4,51.0,50.4
2,57,No,6,0,30.0,44.199999999999996
8,70,Yes,7,5,68.0,74.5
6,83,Yes,4,6,69.0,70.8
6,87,Yes,7,0,78.0,82.19999999999999
9,52,No,4,2,51.0,73.2
8,59,Yes,9,8,55.0,63.400000000000006
4,88,Yes,7,6,72.0,63.8
4,89,No,6,3,71.0,68.9
9,74,No,5,5,69.0,81.9
1,62,Yes,9,5,38.0,34.699999999999996
2,81,No,9,2,61.0,55.6
2,72,Yes,4,1,49.0,51.699999999999996
6,77,Yes,6,4,67.0,70.19999999999999
4,74,No,7,7,56.0,53.900000000000006
3,90,Yes,6,2,68.0,66.0
3,75,Yes,9,4,60.0,54.0
3,59,No,4,2,34.0,47.4
6,94,Yes,6,6,83.0,77.4
8,42,No,7,5,37.0,57.7
7,47,Yes,8,5,42.0,55.7
4,79,No,9,0,62.0,67.4
4,98,No,5,1,80.0,77.3
2,71,No,5,5,46.0,45.1
1,68,No,9,7,47.0,35.3
9,46,No,8,4,46.0,66.6
2,41,No,4,1,13.0,33.099999999999994
8,60,Yes,6,4,55.0,70.0
9,45,Yes,6,8,42.0,60.0
4,67,No,8,5,51.0,52.699999999999996
8,87,Yes,8,4,81.0,86.19999999999999
9,81,No,7,9,75.0,80.1
5,75,No,7,5,59.0,62.5
7,71,Yes,5,8,62.0,65.6
4,84,No,4,6,65.0,61.400000000000006
1,81,Yes,4,9,51.0,40.1
3,92,No,8,2,73.0,67.19999999999999
5,85,No,5,9,68.0,62.5
3,48,Yes,5,9,28.0,30.299999999999997
7,50,No,7,4,39.0,59.0
9,62,No,6,3,55.0,77.69999999999999
6,89,No,4,4,76.0,77.4
1,50,Yes,5,7,24.0,24.5
7,88,Yes,7,5,81.0,80.3
3,41,Yes,7,3,24.0,35.099999999999994
5,42,Yes,7,4,29.0,44.2
4,50,Yes,6,6,37.0,41.0
5,89,No,5,7,74.0,67.9
5,98,Yes,8,4,84.0,77.8
6,74,Yes,8,1,64.0,72.9
6,97,No,7,5,90.0,80.69999999999999
8,54,No,7,8,46.0,60.400000000000006
8,82,Yes,6,2,79.0,86.19999999999999
9,50,No,7,6,48.0,66.0
8,70,No,9,7,65.0,71.5
2,67,No,5,5,46.0,42.699999999999996
1,67,Yes,7,2,39.0,42.199999999999996
2,71,No,7,0,49.0,52.6
2,64,No,5,2,39.0,45.4
3,59,Yes,4,5,40.0,42.9
7,67,No,9,3,60.0,70.69999999999999
2,64,No,9,0,43.0,48.4
1,50,Yes,8,5,25.0,27.5
6,58,Yes,7,0,45.0,64.8
9,67,Yes,5,7,64.0,74.69999999999999
3,40,No,8,2,20.0,36.0
6,98,Yes,6,2,87.0,85.8
3,44,Yes,4,0,23.0,41.4
1,49,No,7,2,23.0,31.4
5,81,No,4,6,67.0,64.6
4,85,No,7,9,74.0,57.5
7,73,No,7,7,64.0,68.3
6,75,No,7,7,66.0,64.5
7,41,Yes,4,2,29.0,56.599999999999994
5,57,Yes,9,4,42.0,53.199999999999996
4,52,Yes,6,0,37.0,51.2
7,90,No,9,8,82.0,77.0
7,44,Yes,5,7,35.0,50.9
6,59,No,5,9,46.0,51.900000000000006
8,41,No,9,1,40.0,63.099999999999994
4,50,Yes,6,9,34.0,36.5
5,69,Yes,6,0,52.0,66.4
4,71,No,7,3,52.0,58.1
1,71,No,7,8,50.0,35.6
8,97,Yes,5,7,91.0,87.69999999999999
1,89,Yes,7,2,64.0,55.4
5,77,No,7,9,67.0,57.69999999999999
6,94,No,6,5,85.0,78.9
6,67,No,4,8,53.0,58.19999999999999
5,49,No,9,9,35.0,40.9
3,61,Yes,8,7,41.0,41.1
5,94,Yes,8,9,81.0,67.9
8,56,No,7,4,52.0,67.6
2,61,No,7,8,39.0,34.6
6,82,Yes,9,8,72.0,67.19999999999999
9,58,No,8,2,55.0,76.8
8,56,No,6,7,49.0,63.099999999999994
8,63,No,8,3,60.0,73.3
8,75,No,8,9,69.0,71.5
7,71,No,8,6,63.0,68.6
8,97,No,7,9,94.0,84.69999999999999
6,95,Yes,7,7,86.0,76.5
2,97,No,9,6,75.0,59.19999999999999
2,85,Yes,8,4,66.0,55.0
8,98,Yes,7,0,97.0,98.8
1,91,Yes,9,7,71.0,49.1
6,75,No,8,4,59.0,69.0
6,67,No,6,2,54.0,67.19999999999999
4,53,No,7,1,34.0,50.3
3,97,Yes,4,2,77.0,70.19999999999999
3,75,Yes,9,8,60.0,48.0
1,45,No,7,1,16.0,30.5
3,48,No,6,9,30.0,30.299999999999997
4,60,Yes,6,0,42.0,56.0
5,51,Yes,7,1,36.0,54.099999999999994
3,97,Yes,5,1,77.0,71.69999999999999
6,69,No,9,4,58.0,65.4
5,70,Yes,8,0,58.0,67.0
3,79,Yes,8,9,60.0,48.9
6,95,Yes,6,7,87.0,76.5
6,43,No,7,1,30.0,54.3
8,70,No,5,5,59.0,74.5
2,66,No,9,4,42.0,43.6
1,97,Yes,4,1,70.0,61.699999999999996
4,96,Yes,8,9,82.0,64.1
7,64,Yes,9,0,56.0,73.4
3,44,Yes,9,5,24.0,33.9
3,45,No,5,5,27.0,34.5
5,44,Yes,9,2,33.0,48.4
5,90,Yes,8,7,75.0,68.5
3,66,No,7,8,45.0,42.6
9,47,Yes,8,2,45.0,70.2
4,48,Yes,4,8,30.0,36.8
3,54,Yes,7,7,29.0,36.9
2,75,No,6,4,50.0,49.0
9,96,Yes,5,5,95.0,95.1
4,80,No,8,0,63.0,68.0
3,46,Yes,7,4,24.0,36.599999999999994
7,71,No,9,9,63.0,64.1
8,47,No,7,9,41.0,54.7
2,86,No,8,6,69.0,52.6
7,90,Yes,6,0,81.0,89.0
5,54,Yes,8,9,40.0,43.9
5,76,No,6,8,66.0,58.599999999999994
3,58,No,9,6,40.0,40.8
5,78,Yes,8,3,63.0,67.3
2,45,No,7,3,21.0,32.5
4,98,Yes,4,9,81.0,65.3
6,58,Yes,4,6,47.0,55.8
1,96,No,9,5,69.0,55.099999999999994
4,67,No,7,2,47.0,57.199999999999996
6,56,Yes,4,8,44.0,51.6
9,81,Yes,9,5,78.0,86.1
2,58,Yes,6,1,36.0,43.3
7,70,No,7,9,60.0,63.5
6,50,Yes,6,1,43.0,58.5
2,54,No,7,0,30.0,42.4
8,49,No,6,4,43.0,63.400000000000006
7,82,Yes,6,9,75.0,70.69999999999999
5,62,No,4,5,46.0,54.699999999999996
5,42,No,7,2,29.0,47.2
7,42,No,8,3,33.0,55.7
9,57,No,4,4,51.0,73.19999999999999
9,64,Yes,6,3,58.0,78.9
9,82,Yes,6,8,81.0,82.19999999999999
6,59,No,8,2,49.0,62.400000000000006
6,97,No,8,4,84.0,82.19999999999999
3,68,No,6,6,47.0,46.8
1,61,No,8,6,38.0,32.6
7,89,No,5,5,78.0,80.9
4,96,Yes,4,8,77.0,65.6
1,54,Yes,7,6,29.0,28.4
8,78,Yes,8,3,76.0,82.3
6,49,Yes,8,9,41.0,45.9
6,60,No,5,8,51.0,54.0
2,94,No,7,5,70.0,58.900000000000006
1,91,Yes,5,0,63.0,59.6
2,68,Yes,7,8,46.0,38.8
4,71,Yes,4,6,53.0,53.6
2,49,No,8,5,25.0,31.9
1,52,No,4,5,26.0,28.700000000000003
7,86,No,7,3,74.0,82.1
8,62,Yes,8,3,57.0,72.69999999999999
6,89,Yes,5,2,80.0,80.4
4,62,No,6,7,45.0,46.699999999999996
6,70,No,5,7,56.0,61.5
3,43,No,6,1,19.0,39.3
8,91,Yes,5,4,86.0,88.6
2,88,No,7,8,70.0,50.8
5,99,No,4,8,85.0,72.4
1,42,Yes,6,6,16.0,21.2
6,60,No,7,3,47.0,61.5
2,92,No,4,3,65.0,60.69999999999999
4,41,No,4,9,23.0,31.099999999999994
6,43,No,8,6,29.0,46.8
8,40,Yes,8,2,36.0,61.0
8,54,No,8,2,49.0,69.4
6,96,Yes,6,4,85.0,81.6
4,72,No,6,5,56.0,55.699999999999996
8,45,Yes,4,7,39.0,56.5
8,46,No,6,0,40.0,67.6
1,58,No,4,6,33.0,30.799999999999997
4,83,Yes,7,7,67.0,59.3
4,40,No,5,4,19.0,38.0
7,78,No,4,9,74.0,68.3
7,58,Yes,4,1,47.0,68.3
8,84,No,7,3,77.0,85.9
5,65,No,8,5,52.0,56.5
7,83,No,9,8,76.0,72.8
8,51,No,8,1,42.0,69.1
9,61,No,8,3,56.0,77.1
3,52,Yes,4,9,30.0,32.7
3,67,Yes,4,4,47.0,49.199999999999996
4,53,No,6,7,34.0,41.3
5,61,No,6,7,48.0,51.1
1,69,Yes,5,1,42.0,44.9
7,83,Yes,5,5,74.0,77.3
9,59,Yes,9,5,58.0,72.9
8,83,Yes,6,4,75.0,83.8
5,66,Yes,4,7,54.0,54.099999999999994
4,77,Yes,7,9,62.0,52.69999999999999
7,98,No,6,1,88.0,92.3
5,81,No,4,1,64.0,72.1
7,91,No,6,6,81.0,80.6
1,95,No,8,8,69.0,50.0
1,80,No,6,2,51.0,50.0
3,73,Yes,9,6,52.0,49.8
2,78,Yes,8,2,58.0,53.8
2,80,Yes,4,5,55.0,50.5
7,96,Yes,8,2,86.0,89.6
2,83,Yes,6,0,62.0,59.8
4,76,Yes,8,5,60.0,58.099999999999994
2,40,No,9,2,15.0,31.0
6,93,No,7,0,82.0,85.8
8,54,Yes,8,4,52.0,66.4
4,71,No,9,7,57.0,52.1
5,47,Yes,8,7,34.0,42.7
4,72,No,5,7,55.0,52.699999999999996
3,57,Yes,7,2,39.0,46.199999999999996
5,84,Yes,4,7,73.0,64.9
9,68,No,9,3,64.0,81.3
8,71,Yes,8,7,67.0,72.1
8,72,No,7,2,67.0,80.19999999999999
8,44,No,4,2,36.0,63.400000000000006
8,57,Yes,7,0,52.0,74.19999999999999
7,87,Yes,9,7,85.0,76.69999999999999
8,97,Yes,5,7,91.0,87.69999999999999
8,49,No,9,8,42.0,57.400000000000006
8,75,No,9,5,74.0,77.5
7,72,Yes,4,1,65.0,76.69999999999999
1,62,Yes,4,0,36.0,42.199999999999996
4,79,Yes,8,7,63.0,56.900000000000006
4,44,Yes,6,9,29.0,32.9
5,73,Yes,9,3,60.0,64.3
6,63,Yes,4,6,50.0,58.8
4,56,Yes,9,9,40.0,40.1
2,70,No,9,3,48.0,47.5
6,46,No,4,0,33.0,57.599999999999994
8,56,Yes,5,7,51.0,63.099999999999994
8,67,Yes,5,9,64.0,66.69999999999999
7,77,No,9,8,70.0,69.19999999999999
6,61,Yes,5,9,49.0,53.099999999999994
2,54,No,9,8,33.0,30.4
7,76,No,8,8,69.0,68.6
5,54,Yes,4,3,41.0,52.9
6,89,No,9,8,79.0,71.4
8,89,No,5,3,81.0,88.9
8,64,Yes,5,1,57.0,76.9
3,92,Yes,7,9,73.0,56.69999999999999
7,60,No,7,2,49.0,68.0
1,94,Yes,5,1,64.0,59.9
1,77,No,8,0,49.0,51.199999999999996
7,41,No,6,5,31.0,52.099999999999994
9,66,No,9,3,61.0,80.1
7,88,No,7,6,81.0,78.8
5,71,No,9,6,59.0,58.599999999999994
8,60,No,7,9,54.0,62.5
2,43,Yes,4,0,18.0,35.8
9,83,Yes,4,8,80.0,82.8
6,58,Yes,5,7,43.0,54.3
9,41,Yes,4,9,39.0,56.099999999999994
2,65,No,4,0,39.0,49.0
3,73,No,6,7,51.0,48.3
8,53,No,8,4,49.0,65.8
1,54,No,5,0,27.0,37.4
7,59,No,6,3,51.0,65.9
7,73,Yes,5,6,64.0,69.8
1,75,Yes,8,4,51.0,44.0
9,58,Yes,5,2,56.0,76.8
8,48,No,9,3,46.0,64.3
4,46,No,9,1,28.0,46.099999999999994
5,69,Yes,9,7,57.0,55.900000000000006
2,52,No,4,1,28.0,39.7
9,66,No,8,5,65.0,77.1
6,83,Yes,6,6,71.0,70.8
3,74,No,6,6,54.0,50.4
7,52,Yes,7,0,44.0,66.2
9,54,Yes,6,7,52.0,66.9
3,85,Yes,9,8,71.0,54.0
2,95,Yes,9,6,74.0,58.0
7,48,No,7,7,38.0,53.3
7,84,No,4,3,75.0,80.9
4,62,No,6,7,43.0,46.699999999999996
9,93,Yes,8,2,90.0,97.8
8,75,No,7,0,69.0,85.0
1,92,Yes,6,7,67.0,49.699999999999996
1,79,No,4,5,52.0,44.9
5,42,No,8,8,27.0,38.2
6,73,Yes,8,2,63.0,70.8
3,58,No,4,7,41.0,39.3
9,67,Yes,6,8,67.0,73.19999999999999
6,62,Yes,5,8,47.0,55.19999999999999
4,79,No,6,6,61.0,58.400000000000006
7,88,No,7,9,82.0,74.3
8,84,No,7,2,75.0,87.4
9,46,No,6,2,37.0,69.6
6,80,Yes,9,1,68.0,76.5
6,51,Yes,7,0,37.0,60.599999999999994
8,53,No,5,1,49.0,70.3
5,85,No,9,4,73.0,70.0
3,54,No,5,0,32.0,47.4
3,42,Yes,8,9,23.0,26.700000000000003
6,54,No,7,3,43.0,57.9
2,90,Yes,9,9,70.0,50.5
6,63,No,6,9,53.0,54.3
6,91,No,9,0,81.0,84.6
8,85,Yes,8,9,84.0,77.5
7,47,Yes,5,7,38.0,52.7
8,44,No,8,4,40.0,60.400000000000006
9,90,Yes,4,9,88.0,85.5
6,43,Yes,7,3,32.0,51.3
3,53,No,6,2,31.0,43.8
3,55,Yes,5,8,35.0,36.0
1,59,Yes,8,5,34.0,32.9
5,63,No,6,0,49.0,62.8
4,45,No,7,7,28.0,36.5
9,94,Yes,6,9,91.0,87.9
9,96,No,7,1,90.0,101.1
5,70,Yes,7,8,55.0,55.0
4,45,Yes,7,6,27.0,38.0
7,74,Yes,8,2,67.0,76.4
6,54,No,7,3,41.0,57.9
4,68,Yes,6,2,53.0,57.8
2,42,Yes,4,5,15.0,27.700000000000003
1,50,Yes,6,8,26.0,23.0
4,42,No,8,9,22.0,31.700000000000003
4,67,No,7,8,48.0,48.199999999999996
1,49,No,4,0,19.0,34.4
6,89,Yes,8,9,78.0,69.9
4,72,Yes,5,5,53.0,55.699999999999996
1,87,No,5,0,61.0,57.199999999999996
1,55,Yes,5,3,30.0,33.5
1,98,Yes,4,6,70.0,54.8
8,49,Yes,6,3,42.0,64.9
8,72,Yes,4,8,67.0,71.19999999999999
2,75,No,4,9,51.0,41.5
7,42,No,4,4,35.0,54.2
8,44,No,5,8,38.0,54.400000000000006
8,51,Yes,9,0,44.0,70.6
7,96,Yes,6,3,86.0,88.1
5,83,No,9,6,68.0,65.8
